"","PlayerShort","Height","Weight","Position1","Club","Country","Rater1","Rater2","Rater","Skintone","Position","Games","Victories","Ties","Defeats","Goals","YellowCards","YellowReds","RedCards","RedCardsRate"
"189","garra-dembele",187,79,"Center Forward","SC Freiburg","Germany",1,1,1,"very dark","Att",99,39,21,39,45,24,2,0,0
"190","djiby-fall",187,75,"Center Forward","SpVgg Greuther F_rth","Germany",1,1,1,"very dark","Att",123,46,32,45,53,19,0,1,0.00813008130081301
"191","gerald-asamoah",180,85,"Right Winger","SpVgg Greuther F_rth","Germany",1,1,1,"very dark","Att",537,259,125,153,91,76,2,2,0.0037243947858473
"192","kingsley-onuegbu",191,94,"Center Forward","SV Sandhausen","Germany",1,1,1,"very dark","Att",178,69,42,67,56,5,0,0,0
"193","joseph-akpala",184,81,"Center Forward","Werder Bremen","Germany",1,1,1,"very dark","Att",263,124,60,79,86,17,1,0,0
"194","obafemi-martins",176,67,"Center Forward","Levante UD","Spain",1,1,1,"very dark","Att",371,161,97,113,124,20,0,1,0.00269541778975741
"195","manucho",187,83,"Center Forward","Real Valladolid","Spain",1,1,1,"very dark","Att",171,52,59,60,35,16,2,0,0
"196","baba-diawara",179,76,"Center Forward","Sevilla FC","Spain",1,1,1,"very dark","Att",163,57,41,65,47,12,1,0,0
"197","andrey-arshavin",172,69,"Center Forward","Arsenal FC","England",0,0,0,"very light","Att",358,188,92,78,85,34,0,2,0.00558659217877095
"198","lukas-podolski",180,80,"Center Forward","Arsenal FC","England",0,0,0,"very light","Att",474,234,98,142,186,56,1,2,0.00421940928270042
"199","andreas-weimann",179,72,"Center Forward","Aston Villa","England",0,0,0,"very light","Att",148,50,37,61,32,12,0,0,0
"200","steven-naismith",175,72,"Center Forward","Everton FC","England",0,0,0,"very light","Att",324,165,68,91,76,43,0,0,0
"201","nikica-jelavic",186,84,"Center Forward","Everton FC","England",0,0,0,"very light","Att",282,144,71,67,109,32,1,0,0
"202","mladen-petric",185,81,"Center Forward","Fulham FC","England",0,0,0,"very light","Att",365,172,84,109,147,21,0,1,0.00273972602739726
"203","damien-duff",178,70,"Left Winger","Fulham FC","England",0,0,0,"very light","Att",598,254,151,193,79,33,0,0,0
"204","joe-cole",173,64,"Left Winger","Liverpool FC","England",0,0,0,"very light","Att",588,298,144,146,76,74,0,1,0.00170068027210884
"205","john-guidetti",185,79,"Center Forward","Manchester City","England",0,0,0,"very light","Att",53,31,8,14,29,8,1,0,0
"206","federico-macheda",185,72,"Center Forward","Manchester United","England",0,0,0,"very light","Att",112,39,21,52,19,11,0,0,0
"207","wayne-rooney",178,78,"Center Forward","Manchester United","England",0,0,0,"very light","Att",607,370,115,122,271,108,2,3,0.00494233937397035
"208","andy-johnson_2",170,70,"Center Forward","Queens Park Rangers","England",0,0,0,"very light","Att",378,149,101,128,134,30,2,0,0
"209","pavel-pogrebnyak",185,76,"Center Forward","Reading FC","England",0,0,0,"very light","Att",294,129,68,97,95,44,3,1,0.00340136054421769
"210","peter-crouch",202,80,"Center Forward","Stoke City","England",0,0,0,"very light","Att",525,232,134,159,163,31,2,2,0.00380952380952381
"211","kevin-gameiro",170,64,"Right Winger","Paris Saint-Germain","France",0,0,0,"very light","Att",284,118,84,82,102,7,0,0,0
"212","mevluet-erdinc",179,69,"Center Forward","Stade Rennes","France",0,0,0,"very light","Att",276,100,78,98,79,17,0,1,0.0036231884057971
"213","sebastian-polter",190,88,"Center Forward","1. FC N_rnberg","Germany",0,0,0,"very light","Att",152,66,37,49,44,19,1,2,0.0131578947368421
"214","ivan-klasnic",186,82,"Center Forward","1. FSV Mainz 05","Germany",0,0,0,"very light","Att",475,225,102,148,152,38,2,1,0.00210526315789474
"215","nicolai-mueller",173,66,"Left Winger","1. FSV Mainz 05","Germany",0,0,0,"very light","Att",250,101,66,83,59,43,0,0,0
"216","stefan-kiessling",191,80,"Center Forward","Bayer Leverkusen","Germany",0,0,0,"very light","Att",412,186,82,144,149,42,0,2,0.00485436893203883
"217","andre-schuerrle",184,74,"Left Winger","Bayer Leverkusen","Germany",0,0,0,"very light","Att",262,137,55,70,85,11,0,1,0.00381679389312977
"218","patrick-weihrauch",181,73,"Center Forward","Bayern M_nchen","Germany",0,0,0,"very light","Att",96,56,19,21,22,8,0,1,0.0104166666666667
"219","mike-hanke",185,85,"Center Forward","Bor. M_nchengladbach","Germany",0,0,0,"very light","Att",379,149,95,135,92,17,1,2,0.00527704485488127
"220","luuk-de-jong",188,86,"Center Forward","Bor. M_nchengladbach","Germany",0,0,0,"very light","Att",197,92,40,65,64,14,0,0,0
"221","marvin-ducksch",188,75,"Center Forward","Borussia Dortmund","Germany",0,0,0,"very light","Att",97,48,20,29,41,12,0,0,0
"222","robert-lewandowski",184,78,"Center Forward","Borussia Dortmund","Germany",0,0,0,"very light","Att",318,180,72,66,157,31,0,1,0.00314465408805031
"223","julian-schieber",188,83,"Center Forward","Borussia Dortmund","Germany",0,0,0,"very light","Att",193,95,49,49,50,14,2,0,0
"224","marco-reus",180,67,"Left Winger","Borussia Dortmund","Germany",0,0,0,"very light","Att",270,126,60,84,98,35,0,0,0
"225","kevin-grosskreutz",186,72,"Left Winger","Borussia Dortmund","Germany",0,0,0,"very light","Att",315,177,66,72,54,33,0,1,0.00317460317460317
"226","rob-friend",195,94,"Center Forward","Eintracht Frankfurt","Germany",0,0,0,"very light","Att",221,88,48,85,52,24,1,0,0
"227","sascha-moelders",185,79,"Center Forward","FC Augsburg","Germany",0,0,0,"very light","Att",247,89,58,100,121,17,0,0,0
"228","torsten-oehrl",191,84,"Center Forward","FC Augsburg","Germany",0,0,0,"very light","Att",225,76,62,87,55,21,0,1,0.00444444444444444
"229","teemu-pukki",180,78,"Center Forward","FC Schalke 04","Germany",0,0,0,"very light","Att",162,77,28,57,44,7,0,0,0
"230","andriy-voronin",174,81,"Center Forward","Fortuna D_sseldorf","Germany",0,0,0,"very light","Att",462,198,111,153,121,61,2,1,0.00216450216450216
"231","gerrit-wegkamp",193,82,"Center Forward","Fortuna D_sseldorf","Germany",0,0,0,"very light","Att",98,39,24,35,30,0,0,0,0
"232","artjoms-rudnevs",183,81,"Right Winger","Hamburger SV","Germany",0,0,0,"very light","Att",157,62,30,65,59,17,1,0,0
"233","sebastian-freis",183,78,"Center Forward","SC Freiburg","Germany",0,0,0,"very light","Att",268,98,65,105,54,14,0,0,0
"234","christopher-noethe",184,75,"Center Forward","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Att",177,71,48,58,53,17,0,0,0
"235","edu_4",185,90,"Center Forward","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Att",221,80,60,81,51,28,0,0,0
"236","ilir-azemi",191,91,"Center Forward","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Att",145,58,32,55,51,14,0,1,0.00689655172413793
"237","sercan-sararer",180,83,"Left Winger","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Att",175,74,41,60,36,13,2,0,0
"238","martin-harnik",185,73,"Center Forward","VfB Stuttgart","Germany",0,0,0,"very light","Att",325,130,69,126,96,38,3,0,0
"239","rasmus-joensson",192,70,"Center Forward","VfL Wolfsburg","Germany",0,0,0,"very light","Att",165,94,26,45,40,7,0,0,0
"240","patrick-helmes",182,81,"Center Forward","VfL Wolfsburg","Germany",0,0,0,"very light","Att",282,127,69,86,140,21,0,1,0.00354609929078014
"241","srdjan-lakic",186,82,"Center Forward","VfL Wolfsburg","Germany",0,0,0,"very light","Att",205,81,51,73,60,26,0,1,0.0048780487804878
"242","ivica-olic",183,85,"Left Winger","VfL Wolfsburg","Germany",0,0,0,"very light","Att",383,204,92,87,122,26,0,0,0
"243","llorente",195,94,"Center Forward","Athletic Bilbao","Spain",0,0,0,"very light","Att",379,161,81,137,131,21,0,0,0
"244","ibai",177,72,"Left Winger","Athletic Bilbao","Spain",0,0,0,"very light","Att",102,34,25,43,15,5,0,0,0
"245","muniain",169,63,"Right Winger","Athletic Bilbao","Spain",0,0,0,"very light","Att",242,116,50,76,36,38,0,1,0.00413223140495868
"246","susaeta_3",179,68,"Right Winger","Athletic Bilbao","Spain",0,0,0,"very light","Att",293,116,70,107,42,40,2,0,0
"247","arda-turan",177,76,"Left Winger","Atl©tico Madrid","Spain",0,0,0,"very light","Att",385,209,84,92,71,75,1,3,0.00779220779220779
"248","llorente_3",185,72,"Center Forward","CA Osasuna","Spain",0,0,0,"very light","Att",205,77,46,82,56,38,3,1,0.0048780487804878
"249","riki",187,84,"Center Forward","Deportivo La Coru±a","Spain",0,0,0,"very light","Att",304,113,75,116,67,39,3,0,0
"250","pizzi",172,66,"Left Winger","Deportivo La Coru±a","Spain",0,0,0,"very light","Att",131,37,41,53,21,14,2,0,0
"251","lionel-messi",169,67,"Right Winger","FC Barcelona","Spain",0,0,0,"very light","Att",497,337,96,64,386,40,0,1,0.00201207243460765
"252","sebastian-fernandez",168,69,"Center Forward","Mlaga CF","Spain",0,0,0,"very light","Att",201,82,48,71,33,19,0,2,0.00995024875621891
"253","nicki-bille-nielsen",183,75,"Center Forward","Rayo Vallecano","Spain",0,0,0,"very light","Att",180,69,31,80,37,31,1,0,0
"254","andrija-delibasic",188,84,"Center Forward","Rayo Vallecano","Spain",0,0,0,"very light","Att",238,94,55,89,56,38,4,0,0
"255","jose-callejon",179,73,"Center Forward","Real Madrid","Spain",0,0,0,"very light","Att",231,121,51,59,49,24,1,0,0
"256","agirretxe",187,77,"Center Forward","Real Sociedad","Spain",0,0,0,"very light","Att",200,78,62,60,52,8,0,0,0
"257","edu-oriol",176,72,"Left Winger","Real Zaragoza","Spain",0,0,0,"very light","Att",76,32,17,27,8,7,0,0,0
"258","soldado",179,72,"Center Forward","Valencia CF","Spain",0,0,0,"very light","Att",317,148,67,102,149,80,0,3,0.00946372239747634
"259","pablo-piatti",163,63,"Left Winger","Valencia CF","Spain",0,0,0,"very light","Att",266,110,72,84,48,31,1,0,0
"260","stefan-reisinger",185,82,"Center Forward","Fortuna D_sseldorf","Germany",0.25,0,0.125,"very light","Att",335,117,76,142,83,31,0,0,0
"261","artur-sobiech",185,81,"Center Forward","Hannover 96","Germany",0.25,0,0.125,"very light","Att",171,70,35,66,45,26,1,1,0.00584795321637427
"262","ivan-santini",190,84,"Center Forward","SC Freiburg","Germany",0.25,0,0.125,"very light","Att",131,46,37,48,43,20,0,0,0
"263","adrian_2",183,73,"Center Forward","Atl©tico Madrid","Spain",0.25,0,0.125,"very light","Att",294,145,62,87,60,16,0,0,0
"264","isaac-cuenca",181,74,"Right Winger","FC Barcelona","Spain",0.25,0,0.125,"very light","Att",43,30,6,7,6,4,0,0,0
"265","alex-rubio",185,77,"Center Forward","Sevilla FC","Spain",0.25,0,0.125,"very light","Att",20,5,5,10,4,5,0,0,0
"266","fernando-torres",183,70,"Center Forward","Chelsea FC","England",0,0.25,0.125,"very light","Att",596,313,135,148,238,74,5,1,0.00167785234899329
"267","kevin-mirallas",182,75,"Right Winger","Everton FC","England",0,0.25,0.125,"very light","Att",335,154,89,92,79,36,0,2,0.00597014925373134
"268","bryan-ruiz",186,70,"Right Winger","Fulham FC","England",0,0.25,0.125,"very light","Att",320,147,78,95,88,15,0,0,0
"269","fabio-borini",180,73,"Center Forward","Liverpool FC","England",0,0.25,0.125,"very light","Att",119,53,25,41,32,17,1,0,0
"270","luis-suarez_5",182,81,"Right Winger","Liverpool FC","England",0,0.25,0.125,"very light","Att",397,209,87,101,234,84,0,2,0.00503778337531486
"271","michael-owen",173,70,"Center Forward","Stoke City","England",0,0.25,0.125,"very light","Att",531,262,128,141,244,13,1,0,0
"272","james-mcclean",180,70,"Left Winger","Sunderland AFC","England",0,0.25,0.125,"very light","Att",141,48,42,51,15,16,1,0,0
"273","lisandro-lopez",175,72,"Center Forward","Olympique Lyon","France",0,0.25,0.125,"very light","Att",324,172,79,73,152,33,0,1,0.00308641975308642
"274","andre-pierre-gignac",186,84,"Center Forward","Olympique Marseille","France",0,0.25,0.125,"very light","Att",303,115,94,94,101,31,0,0,0
"275","tomas-pekhart",194,80,"Center Forward","1. FC N_rnberg","Germany",0,0.25,0.125,"very light","Att",197,83,46,68,58,26,1,0,0
"276","alexander-esswein",183,85,"Left Winger","1. FC N_rnberg","Germany",0,0.25,0.125,"very light","Att",185,85,43,57,36,25,1,0,0
"277","robert-mak",179,75,"Right Winger","1. FC N_rnberg","Germany",0,0.25,0.125,"very light","Att",109,34,27,48,17,9,0,0,0
"278","tobias-steffen",175,67,"Center Forward","Bayer Leverkusen","Germany",0,0.25,0.125,"very light","Att",148,72,22,54,52,14,1,0,0
"279","erwin-hoffer",177,72,"Center Forward","Eintracht Frankfurt","Germany",0,0.25,0.125,"very light","Att",274,120,61,93,89,23,0,0,0
"280","stephan-hain",180,75,"Center Forward","FC Augsburg","Germany",0,0.25,0.125,"very light","Att",102,36,31,35,17,7,0,0,0
"281","klaas-jan-huntelaar",186,78,"Center Forward","FC Schalke 04","Germany",0,0.25,0.125,"very light","Att",449,249,86,114,277,43,2,2,0.0044543429844098
"282","ciprian-marica",185,80,"Right Winger","FC Schalke 04","Germany",0,0.25,0.125,"very light","Att",316,150,69,97,78,36,1,2,0.00632911392405063
"283","jan-schlaudraff",180,72,"Left Winger","Hannover 96","Germany",0,0.25,0.125,"very light","Att",282,125,55,102,50,31,0,1,0.00354609929078014
"284","tobias-mikkelsen",179,72,"Right Winger","SpVgg Greuther F_rth","Germany",0,0.25,0.125,"very light","Att",167,75,37,55,20,19,0,0,0
"285","vaclav-pilar",170,69,"Right Winger","VfL Wolfsburg","Germany",0,0.25,0.125,"very light","Att",92,44,24,24,16,11,0,0,0
"286","niclas-fuellkrug",188,78,"Center Forward","Werder Bremen","Germany",0,0.25,0.125,"very light","Att",106,38,24,44,36,4,0,0,0
"287","marko-arnautovic",192,83,"Right Winger","Werder Bremen","Germany",0,0.25,0.125,"very light","Att",213,79,51,83,44,26,2,2,0.00938967136150235
"288","toquero",182,79,"Center Forward","Athletic Bilbao","Spain",0,0.25,0.125,"very light","Att",212,88,48,76,28,32,0,0,0
"289","de-marcos",180,76,"Right Winger","Athletic Bilbao","Spain",0,0.25,0.125,"very light","Att",206,83,53,70,27,38,0,1,0.00485436893203883
"290","nino",169,68,"Center Forward","CA Osasuna","Spain",0,0.25,0.125,"very light","Att",204,62,58,84,70,16,0,0,0
"291","pedro_7",169,64,"Right Winger","FC Barcelona","Spain",0,0.25,0.125,"very light","Att",302,222,46,34,99,23,0,0,0
"292","alvaro_10",182,71,"Center Forward","Getafe CF","Spain",0,0.25,0.125,"very light","Att",136,50,27,59,32,9,0,0,0
"293","victor_12",180,77,"Center Forward","RCD Mallorca","Spain",0,0.25,0.125,"very light","Att",282,98,74,110,60,48,1,2,0.00709219858156028
"294","karim-benzema",187,79,"Center Forward","Real Madrid","Spain",0,0.25,0.125,"very light","Att",431,280,81,70,185,10,0,0,0
"295","gonzalo-higuain",184,82,"Center Forward","Real Madrid","Spain",0,0.25,0.125,"very light","Att",377,245,66,66,177,39,1,1,0.0026525198938992
"296","javi-guerra",179,77,"Center Forward","Real Valladolid","Spain",0,0.25,0.125,"very light","Att",231,87,66,78,92,39,1,1,0.00432900432900433
"297","manu-del-moral",185,77,"Center Forward","Sevilla FC","Spain",0,0.25,0.125,"very light","Att",283,103,70,110,53,26,0,2,0.00706713780918728
"298","alvaro-negredo",186,87,"Center Forward","Sevilla FC","Spain",0,0.25,0.125,"very light","Att",320,161,58,101,150,27,0,5,0.015625
"299","ryan-bertrand",179,85,"Left Fullback","Chelsea FC","England",0.5,0.75,0.625,"dark","Def",224,88,61,75,4,31,0,0,0
"300","glen-johnson",178,70,"Right Fullback","Liverpool FC","England",0.5,0.75,0.625,"dark","Def",416,219,93,104,17,59,2,0,0
"301","armand-traore",185,82,"Left Fullback","Queens Park Rangers","England",0.5,0.75,0.625,"dark","Def",148,48,40,60,3,10,1,0,0
"302","steven-caulker",191,76,"Center Back","Tottenham Hotspur","England",0.5,0.75,0.625,"dark","Def",186,63,43,80,12,12,0,0,0
"303","ammar-jemal",186,81,"Left Fullback","AC Ajaccio","France",0.5,0.75,0.625,"dark","Def",97,41,25,31,12,19,2,0,0
"304","franck-beria",180,72,"Right Fullback","Lille OSC","France",0.5,0.75,0.625,"dark","Def",292,129,92,71,3,52,3,0,0
"305","yassine-jebbour",181,70,"Left Fullback","Stade Rennes","France",0.5,0.75,0.625,"dark","Def",54,16,15,23,0,2,1,2,0.037037037037037
"306","junior-diaz",185,76,"Left Fullback","1. FSV Mainz 05","Germany",0.5,0.75,0.625,"dark","Def",222,107,49,66,10,37,2,1,0.0045045045045045
"307","michael-mancienne",184,74,"Center Back","Hamburger SV","Germany",0.5,0.75,0.625,"dark","Def",200,71,52,77,0,25,0,1,0.005
"308","naldo_2",198,89,"Center Back","VfL Wolfsburg","Germany",0.5,0.75,0.625,"dark","Def",331,167,71,93,46,46,0,2,0.00604229607250755
"309","theodor-gebre-selassie",181,71,"Right Fullback","Werder Bremen","Germany",0.5,0.75,0.625,"dark","Def",194,81,48,65,11,15,0,0,0
"310","ramalho_4",181,68,"Center Back","Athletic Bilbao","Spain",0.5,0.75,0.625,"dark","Def",43,19,12,12,0,2,1,0,0
"311","johan-djourou",191,83,"Center Back","Arsenal FC","England",0.75,0.75,0.75,"dark","Def",240,127,50,63,2,26,1,0,0
"312","maicon",184,77,"Right Fullback","Manchester City","England",0.75,0.75,0.75,"dark","Def",432,256,99,77,38,70,2,2,0.00462962962962963
"313","patrice-evra",175,76,"Left Fullback","Manchester United","England",0.75,0.75,0.75,"dark","Def",582,352,119,111,12,88,2,2,0.00343642611683849
"314","danny-rose",173,74,"Left Fullback","Sunderland AFC","England",0.75,0.75,0.75,"dark","Def",145,65,34,46,5,22,1,2,0.0137931034482759
"315","kyle-naughton",180,73,"Right Fullback","Tottenham Hotspur","England",0.75,0.75,0.75,"dark","Def",217,97,52,68,8,27,0,0,0
"316","andre-luiz_3",184,76,"Center Back","AS Nancy","France",0.75,0.75,0.75,"dark","Def",270,89,82,99,21,53,2,3,0.0111111111111111
"317","omar-daf",177,70,"Right Fullback","FC Sochaux","France",0.75,0.75,0.75,"dark","Def",229,88,65,76,2,54,3,1,0.00436681222707424
"318","henrique",188,87,"Center Back","Girondins Bordeaux","France",0.75,0.75,0.75,"dark","Def",184,79,53,52,12,46,1,1,0.00543478260869565
"319","mariano_5",177,69,"Right Fullback","Girondins Bordeaux","France",0.75,0.75,0.75,"dark","Def",252,118,65,69,8,38,0,1,0.00396825396825397
"320","aurelien-chedjou",184,75,"Center Back","Lille OSC","France",0.75,0.75,0.75,"dark","Def",236,115,68,53,20,34,1,1,0.00423728813559322
"321","djibril-sidibe_2",182,71,"Right Fullback","Lille OSC","France",0.75,0.75,0.75,"dark","Def",80,42,21,17,3,15,1,0,0
"322","henri-bedimo",180,77,"Left Fullback","Montpellier HSC","France",0.75,0.75,0.75,"dark","Def",248,91,65,92,5,41,1,0,0
"323","nicolas-nkoulou",180,77,"Center Back","Olympique Marseille","France",0.75,0.75,0.75,"dark","Def",239,93,67,79,3,32,0,1,0.00418410041841004
"324","rod-fanni",186,78,"Right Fullback","Olympique Marseille","France",0.75,0.75,0.75,"dark","Def",354,133,107,114,7,41,0,4,0.0112994350282486
"325","siaka-tiene",176,72,"Left Fullback","Paris Saint-Germain","France",0.75,0.75,0.75,"dark","Def",224,97,78,49,9,51,5,1,0.00446428571428571
"326","kevin-theophile-catherine",180,77,"Right Fullback","Stade Rennes","France",0.75,0.75,0.75,"dark","Def",134,52,34,48,3,14,0,0,0
"327","dimitri-foulquier",183,77,"Right Fullback","Stade Rennes","France",0.75,0.75,0.75,"dark","Def",63,31,7,25,1,5,1,0,0
"328","jean-armel-kana-biyik",180,78,"Right Fullback","Stade Rennes","France",0.75,0.75,0.75,"dark","Def",162,59,45,58,3,19,3,2,0.0123456790123457
"329","gaetan-bong",183,74,"Left Fullback","Valenciennes FC","France",0.75,0.75,0.75,"dark","Def",188,73,50,65,3,28,0,0,0
"330","jerome-boateng",192,90,"Center Back","Bayern M_nchen","Germany",0.75,0.75,0.75,"dark","Def",359,215,70,74,7,66,2,5,0.0139275766016713
"331","david-alaba",180,75,"Left Fullback","Bayern M_nchen","Germany",0.75,0.75,0.75,"dark","Def",258,155,38,65,27,11,0,0,0
"332","felipe-santana",194,80,"Center Back","Borussia Dortmund","Germany",0.75,0.75,0.75,"dark","Def",176,92,41,43,14,19,1,0,0
"333","bamba-anderson",188,80,"Center Back","Eintracht Frankfurt","Germany",0.75,0.75,0.75,"dark","Def",142,62,34,46,4,11,0,0,0
"334","evaldo",183,80,"Left Fullback","Deportivo La Coru±a","Spain",0.75,0.75,0.75,"dark","Def",210,98,51,61,6,28,1,0,0
"335","eric-abidal",186,75,"Left Fullback","FC Barcelona","Spain",0.75,0.75,0.75,"dark","Def",457,268,107,82,2,34,0,4,0.0087527352297593
"336","brayan-angulo",174,71,"Left Fullback","Granada CF","Spain",0.75,0.75,0.75,"dark","Def",86,31,21,34,1,11,0,0,0
"337","paulao",188,86,"Center Back","Real Betis","Spain",0.75,0.75,0.75,"dark","Def",198,63,54,81,13,30,3,1,0.00505050505050505
"338","gary-cahill",188,71,"Center Back","Chelsea FC","England",0.25,0.25,0.25,"light","Def",360,153,76,131,31,43,0,4,0.0111111111111111
